Location,Period,Indicator,First Tooltip
Madagascar,2018,Births attended by skilled health personnel (%),46
Madagascar,2013,Births attended by skilled health personnel (%),44.3
Madagascar,2009,Births attended by skilled health personnel (%),43.9
Malawi,2016,Births attended by skilled health personnel (%),89.8
Malawi,2014,Births attended by skilled health personnel (%),87.4
Malawi,2010,Births attended by skilled health personnel (%),71.4
Malawi,2006,Births attended by skilled health personnel (%),53.6
Malaysia,2017,Births attended by skilled health personnel (%),99.6
Malaysia,2016,Births attended by skilled health personnel (%),99.5
Malaysia,2015,Births attended by skilled health personnel (%),99.4
Malaysia,2014,Births attended by skilled health personnel (%),98.97
Malaysia,2013,Births attended by skilled health personnel (%),98.8
Malaysia,2012,Births attended by skilled health personnel (%),98.7
Malaysia,2011,Births attended by skilled health personnel (%),98.6
Malaysia,2010,Births attended by skilled health personnel (%),98.6
Malaysia,2009,Births attended by skilled health personnel (%),98.6
Malaysia,2008,Births attended by skilled health personnel (%),98.6
Malaysia,2007,Births attended by skilled health personnel (%),98.6
Malaysia,2006,Births attended by skilled health personnel (%),98.4
Malaysia,2005,Births attended by skilled health personnel (%),98.1
Malaysia,2004,Births attended by skilled health personnel (%),98
Malaysia,2003,Births attended by skilled health personnel (%),97.6
Malaysia,2002,Births attended by skilled health personnel (%),97
Malaysia,2001,Births attended by skilled health personnel (%),96.8
Malaysia,2000,Births attended by skilled health personnel (%),96.6
Maldives,2017,Births attended by skilled health personnel (%),99.5
Maldives,2014,Births attended by skilled health personnel (%),95.6
Maldives,2013,Births attended by skilled health personnel (%),95.6
Maldives,2012,Births attended by skilled health personnel (%),95.5
Maldives,2011,Births attended by skilled health personnel (%),98.8
Maldives,2010,Births attended by skilled health personnel (%),98.2
Maldives,2009,Births attended by skilled health personnel (%),96.9
Maldives,2008,Births attended by skilled health personnel (%),98.3
Maldives,2007,Births attended by skilled health personnel (%),96.3
Maldives,2006,Births attended by skilled health personnel (%),94.2
Maldives,2005,Births attended by skilled health personnel (%),91.6
Maldives,2004,Births attended by skilled health personnel (%),84
Mali,2018,Births attended by skilled health personnel (%),67.3
Mali,2015,Births attended by skilled health personnel (%),43.7
Mali,2006,Births attended by skilled health personnel (%),49
Malta,2017,Births attended by skilled health personnel (%),99.7
Malta,2016,Births attended by skilled health personnel (%),99.8
Malta,2015,Births attended by skilled health personnel (%),99.8
Malta,2014,Births attended by skilled health personnel (%),99.9
Malta,2013,Births attended by skilled health personnel (%),99.9
Malta,2012,Births attended by skilled health personnel (%),99.5
Malta,2011,Births attended by skilled health personnel (%),99.8
Malta,2010,Births attended by skilled health personnel (%),99.8
Malta,2009,Births attended by skilled health personnel (%),99.8
Malta,2008,Births attended by skilled health personnel (%),99.9
Malta,2007,Births attended by skilled health personnel (%),99.8
Malta,2006,Births attended by skilled health personnel (%),98.8
Malta,2005,Births attended by skilled health personnel (%),99.7
Malta,2004,Births attended by skilled health personnel (%),99.9
Malta,2003,Births attended by skilled health personnel (%),99.5
Malta,2002,Births attended by skilled health personnel (%),99.5
Malta,2001,Births attended by skilled health personnel (%),99.9
Marshall Islands,2017,Births attended by skilled health personnel (%),92.4
Marshall Islands,2011,Births attended by skilled health personnel (%),90.1
Marshall Islands,2010,Births attended by skilled health personnel (%),90
Marshall Islands,2009,Births attended by skilled health personnel (%),86.5
Marshall Islands,2007,Births attended by skilled health personnel (%),86.2
Mauritania,2015,Births attended by skilled health personnel (%),69.3
Mauritania,2011,Births attended by skilled health personnel (%),65.1
Mauritania,2007,Births attended by skilled health personnel (%),57.1
Mauritius,2017,Births attended by skilled health personnel (%),99.8
Mauritius,2016,Births attended by skilled health personnel (%),99.8
Mauritius,2015,Births attended by skilled health personnel (%),99.8
Mauritius,2014,Births attended by skilled health personnel (%),99.8
Mauritius,2012,Births attended by skilled health personnel (%),99.5
Mauritius,2010,Births attended by skilled health personnel (%),99.5
Mauritius,2009,Births attended by skilled health personnel (%),99.4
Mauritius,2008,Births attended by skilled health personnel (%),99.5
Mauritius,2005,Births attended by skilled health personnel (%),99.2
Mauritius,2003,Births attended by skilled health personnel (%),98.4
Mauritius,2000,Births attended by skilled health personnel (%),99.7
Mexico,2016,Births attended by skilled health personnel (%),96.4
Mexico,2015,Births attended by skilled health personnel (%),97.7
Mexico,2014,Births attended by skilled health personnel (%),95.6
Mexico,2012,Births attended by skilled health personnel (%),99.6
Mexico,2009,Births attended by skilled health personnel (%),95.3
Mexico,2006,Births attended by skilled health personnel (%),93.4
Micronesia (Federated States of),2009,Births attended by skilled health personnel (%),100
Micronesia (Federated States of),2008,Births attended by skilled health personnel (%),90
Micronesia (Federated States of),2006,Births attended by skilled health personnel (%),88
Micronesia (Federated States of),2005,Births attended by skilled health personnel (%),82.7
Micronesia (Federated States of),2003,Births attended by skilled health personnel (%),84.6
Micronesia (Federated States of),2002,Births attended by skilled health personnel (%),81.6
Micronesia (Federated States of),2001,Births attended by skilled health personnel (%),85.7
Micronesia (Federated States of),2000,Births attended by skilled health personnel (%),88
Mongolia,2018,Births attended by skilled health personnel (%),99.3
Mongolia,2013,Births attended by skilled health personnel (%),98.9
Mongolia,2010,Births attended by skilled health personnel (%),98.8
Mongolia,2008,Births attended by skilled health personnel (%),99.4
Mongolia,2005,Births attended by skilled health personnel (%),99.2
Mongolia,2004,Births attended by skilled health personnel (%),99.7
Montenegro,2018,Births attended by skilled health personnel (%),98.8
Montenegro,2013,Births attended by skilled health personnel (%),99
Montenegro,2009,Births attended by skilled health personnel (%),99.5
Montenegro,2008,Births attended by skilled health personnel (%),99.9
Montenegro,2007,Births attended by skilled health personnel (%),99.7
Montenegro,2006,Births attended by skilled health personnel (%),99.7
Montenegro,2005,Births attended by skilled health personnel (%),99
Montenegro,2004,Births attended by skilled health personnel (%),98.3
Montenegro,2003,Births attended by skilled health personnel (%),98.9
Montenegro,2002,Births attended by skilled health personnel (%),98
Montenegro,2001,Births attended by skilled health personnel (%),96.6
Montenegro,2000,Births attended by skilled health personnel (%),99.1
Morocco,2018,Births attended by skilled health personnel (%),86.6
Morocco,2011,Births attended by skilled health personnel (%),73.6
Morocco,2010,Births attended by skilled health personnel (%),74.1
Mozambique,2015,Births attended by skilled health personnel (%),73
Mozambique,2011,Births attended by skilled health personnel (%),54.3
Mozambique,2008,Births attended by skilled health personnel (%),55.3
Myanmar,2016,Births attended by skilled health personnel (%),60.2
Myanmar,2010,Births attended by skilled health personnel (%),70.6
Myanmar,2007,Births attended by skilled health personnel (%),63.9
Namibia,2013,Births attended by skilled health personnel (%),88.2
Namibia,2007,Births attended by skilled health personnel (%),81.4
Nauru,2007,Births attended by skilled health personnel (%),97.4
Nepal,2016,Births attended by skilled health personnel (%),58
Nepal,2014,Births attended by skilled health personnel (%),55.6
Nepal,2011,Births attended by skilled health personnel (%),36
Nepal,2006,Births attended by skilled health personnel (%),18.7
Nepal,2000,Births attended by skilled health personnel (%),11.9
New Zealand,2017,Births attended by skilled health personnel (%),96.6
New Zealand,2015,Births attended by skilled health personnel (%),96.3
New Zealand,2014,Births attended by skilled health personnel (%),96.6
New Zealand,2013,Births attended by skilled health personnel (%),96.6
New Zealand,2012,Births attended by skilled health personnel (%),96.9
New Zealand,2011,Births attended by skilled health personnel (%),96.7
New Zealand,2010,Births attended by skilled health personnel (%),96.7
New Zealand,2009,Births attended by skilled health personnel (%),96.7
New Zealand,2008,Births attended by skilled health personnel (%),96.7
New Zealand,2007,Births attended by skilled health personnel (%),96.7
New Zealand,2006,Births attended by skilled health personnel (%),96.8
New Zealand,2005,Births attended by skilled health personnel (%),96.6
New Zealand,2004,Births attended by skilled health personnel (%),94
New Zealand,2003,Births attended by skilled health personnel (%),98.2
New Zealand,2002,Births attended by skilled health personnel (%),99.2
New Zealand,2001,Births attended by skilled health personnel (%),96.6
New Zealand,2000,Births attended by skilled health personnel (%),97.3
Nicaragua,2017,Births attended by skilled health personnel (%),96
Nicaragua,2016,Births attended by skilled health personnel (%),95
Nicaragua,2015,Births attended by skilled health personnel (%),95
Nicaragua,2014,Births attended by skilled health personnel (%),95
Nicaragua,2013,Births attended by skilled health personnel (%),93.8
Nicaragua,2012,Births attended by skilled health personnel (%),88
Nicaragua,2011,Births attended by skilled health personnel (%),74
Nicaragua,2010,Births attended by skilled health personnel (%),74
Nicaragua,2007,Births attended by skilled health personnel (%),73.7
Niger,2015,Births attended by skilled health personnel (%),39.7
Niger,2012,Births attended by skilled health personnel (%),29.3
Niger,2006,Births attended by skilled health personnel (%),17.7
Nigeria,2018,Births attended by skilled health personnel (%),43.3
Nigeria,2017,Births attended by skilled health personnel (%),43
Nigeria,2013,Births attended by skilled health personnel (%),35.2
Nigeria,2011,Births attended by skilled health personnel (%),47.3
Nigeria,2008,Births attended by skilled health personnel (%),34.4
Niue,2011,Births attended by skilled health personnel (%),100
Niue,2010,Births attended by skilled health personnel (%),100
Niue,2007,Births attended by skilled health personnel (%),100
Niue,2006,Births attended by skilled health personnel (%),100
Niue,2005,Births attended by skilled health personnel (%),100
Niue,2002,Births attended by skilled health personnel (%),100
Niue,2001,Births attended by skilled health personnel (%),100
Niue,2000,Births attended by skilled health personnel (%),100
Norway,2018,Births attended by skilled health personnel (%),99.2
Norway,2017,Births attended by skilled health personnel (%),99.2
Norway,2016,Births attended by skilled health personnel (%),99.1
Norway,2015,Births attended by skilled health personnel (%),99.1
Norway,2014,Births attended by skilled health personnel (%),99.1
Norway,2013,Births attended by skilled health personnel (%),99.1
Norway,2012,Births attended by skilled health personnel (%),99.2
Norway,2011,Births attended by skilled health personnel (%),99.2
Norway,2010,Births attended by skilled health personnel (%),99.1
Norway,2009,Births attended by skilled health personnel (%),99.2
Norway,2008,Births attended by skilled health personnel (%),99.2
Norway,2007,Births attended by skilled health personnel (%),99.1
Norway,2006,Births attended by skilled health personnel (%),99.2
Norway,2005,Births attended by skilled health personnel (%),99.2
Norway,2004,Births attended by skilled health personnel (%),99.1
Norway,2003,Births attended by skilled health personnel (%),99
Norway,2002,Births attended by skilled health personnel (%),99.1
Norway,2001,Births attended by skilled health personnel (%),99.1
Norway,2000,Births attended by skilled health personnel (%),99
State of Palestine,2014,Births attended by skilled health personnel (%),99.6
State of Palestine,2010,Births attended by skilled health personnel (%),99
State of Palestine,2006,Births attended by skilled health personnel (%),96.6
State of Palestine,2004,Births attended by skilled health personnel (%),98.3
Oman,2018,Births attended by skilled health personnel (%),98.6
Oman,2014,Births attended by skilled health personnel (%),99.7
Oman,2013,Births attended by skilled health personnel (%),98.6
Oman,2012,Births attended by skilled health personnel (%),98.6
Oman,2011,Births attended by skilled health personnel (%),98.6
Oman,2010,Births attended by skilled health personnel (%),98.6
Oman,2009,Births attended by skilled health personnel (%),98.6
Oman,2008,Births attended by skilled health personnel (%),98.6
Oman,2007,Births attended by skilled health personnel (%),99
Oman,2006,Births attended by skilled health personnel (%),98
Oman,2005,Births attended by skilled health personnel (%),98
Oman,2000,Births attended by skilled health personnel (%),96.8
Pakistan,2018,Births attended by skilled health personnel (%),69.3
Pakistan,2013,Births attended by skilled health personnel (%),52.1
Pakistan,2012,Births attended by skilled health personnel (%),51
Pakistan,2011,Births attended by skilled health personnel (%),43
Pakistan,2009,Births attended by skilled health personnel (%),41
Pakistan,2007,Births attended by skilled health personnel (%),38.8
Pakistan,2005,Births attended by skilled health personnel (%),31
Pakistan,2002,Births attended by skilled health personnel (%),23
Palau,2018,Births attended by skilled health personnel (%),100
Palau,2017,Births attended by skilled health personnel (%),100
Palau,2016,Births attended by skilled health personnel (%),100
Palau,2015,Births attended by skilled health personnel (%),100
Palau,2014,Births attended by skilled health personnel (%),100
Palau,2013,Births attended by skilled health personnel (%),99.1
Palau,2012,Births attended by skilled health personnel (%),97.4
Palau,2011,Births attended by skilled health personnel (%),100
Palau,2010,Births attended by skilled health personnel (%),100
Palau,2009,Births attended by skilled health personnel (%),99.3
Palau,2008,Births attended by skilled health personnel (%),100
Palau,2007,Births attended by skilled health personnel (%),100
Palau,2006,Births attended by skilled health personnel (%),100
Palau,2002,Births attended by skilled health personnel (%),100
Palau,2000,Births attended by skilled health personnel (%),100
Panama,2018,Births attended by skilled health personnel (%),92.9
Panama,2017,Births attended by skilled health personnel (%),94.2
Panama,2016,Births attended by skilled health personnel (%),94.6
Panama,2015,Births attended by skilled health personnel (%),95
Panama,2014,Births attended by skilled health personnel (%),93.9
Panama,2013,Births attended by skilled health personnel (%),91.4
Panama,2012,Births attended by skilled health personnel (%),94.3
Panama,2011,Births attended by skilled health personnel (%),93.5
Panama,2010,Births attended by skilled health personnel (%),92.7
Panama,2009,Births attended by skilled health personnel (%),94.2
Panama,2008,Births attended by skilled health personnel (%),91.8
Panama,2007,Births attended by skilled health personnel (%),91.5
Panama,2006,Births attended by skilled health personnel (%),91
Panama,2005,Births attended by skilled health personnel (%),91.1
Panama,2004,Births attended by skilled health personnel (%),91.3
Panama,2003,Births attended by skilled health personnel (%),92.5
Panama,2002,Births attended by skilled health personnel (%),94.2
Panama,2001,Births attended by skilled health personnel (%),92.1
Panama,2000,Births attended by skilled health personnel (%),90.5
Papua New Guinea,2018,Births attended by skilled health personnel (%),56.4
Papua New Guinea,2006,Births attended by skilled health personnel (%),53
Papua New Guinea,2004,Births attended by skilled health personnel (%),39
Paraguay,2018,Births attended by skilled health personnel (%),97.7
Paraguay,2017,Births attended by skilled health personnel (%),97.3
Paraguay,2016,Births attended by skilled health personnel (%),96.6
Paraguay,2015,Births attended by skilled health personnel (%),96.3
Paraguay,2014,Births attended by skilled health personnel (%),96.4
Paraguay,2012,Births attended by skilled health personnel (%),95.7
Paraguay,2011,Births attended by skilled health personnel (%),96.3
Paraguay,2010,Births attended by skilled health personnel (%),95.6
Paraguay,2009,Births attended by skilled health personnel (%),93.8
Paraguay,2008,Births attended by skilled health personnel (%),87.2
Paraguay,2006,Births attended by skilled health personnel (%),90.5
Paraguay,2005,Births attended by skilled health personnel (%),87.5
Paraguay,2004,Births attended by skilled health personnel (%),87.3
Paraguay,2003,Births attended by skilled health personnel (%),86.3
Paraguay,2002,Births attended by skilled health personnel (%),85.8
Peru,2019,Births attended by skilled health personnel (%),92.1
Peru,2018,Births attended by skilled health personnel (%),93.1
Peru,2017,Births attended by skilled health personnel (%),93.6
Peru,2016,Births attended by skilled health personnel (%),92.4
Peru,2015,Births attended by skilled health personnel (%),91.6
Peru,2014,Births attended by skilled health personnel (%),90
Peru,2013,Births attended by skilled health personnel (%),89.1
Peru,2012,Births attended by skilled health personnel (%),86.7
Peru,2011,Births attended by skilled health personnel (%),85
Peru,2010,Births attended by skilled health personnel (%),83.8
Peru,2009,Births attended by skilled health personnel (%),82.5
Peru,2008,Births attended by skilled health personnel (%),79.4
Philippines,2017,Births attended by skilled health personnel (%),84.4
Philippines,2013,Births attended by skilled health personnel (%),72.8
Philippines,2011,Births attended by skilled health personnel (%),72.2
Philippines,2008,Births attended by skilled health personnel (%),62.2
Poland,2018,Births attended by skilled health personnel (%),99.8
Poland,2017,Births attended by skilled health personnel (%),99.8
Poland,2016,Births attended by skilled health personnel (%),99.8
Poland,2015,Births attended by skilled health personnel (%),99.8
Poland,2014,Births attended by skilled health personnel (%),99.8
Poland,2013,Births attended by skilled health personnel (%),99.8
Poland,2012,Births attended by skilled health personnel (%),99.8
Poland,2011,Births attended by skilled health personnel (%),99.8
Poland,2010,Births attended by skilled health personnel (%),99.8
Poland,2009,Births attended by skilled health personnel (%),99.7
Poland,2008,Births attended by skilled health personnel (%),99.4
Poland,2007,Births attended by skilled health personnel (%),99.4
Poland,2006,Births attended by skilled health personnel (%),99.4
Poland,2005,Births attended by skilled health personnel (%),99.3
Poland,2004,Births attended by skilled health personnel (%),99.8
Poland,2003,Births attended by skilled health personnel (%),99.8
Poland,2002,Births attended by skilled health personnel (%),99.8
Poland,2001,Births attended by skilled health personnel (%),99.8
Poland,2000,Births attended by skilled health personnel (%),99.4
Portugal,2018,Births attended by skilled health personnel (%),98.7
Portugal,2017,Births attended by skilled health personnel (%),98.8
Portugal,2016,Births attended by skilled health personnel (%),98.8
Portugal,2015,Births attended by skilled health personnel (%),98.9
Portugal,2014,Births attended by skilled health personnel (%),98.9
Portugal,2013,Births attended by skilled health personnel (%),99
Qatar,2017,Births attended by skilled health personnel (%),100
Qatar,2016,Births attended by skilled health personnel (%),100
Qatar,2015,Births attended by skilled health personnel (%),99.9
Qatar,2014,Births attended by skilled health personnel (%),99.9
Qatar,2012,Births attended by skilled health personnel (%),100
Qatar,2011,Births attended by skilled health personnel (%),100
Qatar,2010,Births attended by skilled health personnel (%),100
Qatar,2009,Births attended by skilled health personnel (%),100
Qatar,2008,Births attended by skilled health personnel (%),100
Qatar,2007,Births attended by skilled health personnel (%),100
Qatar,2006,Births attended by skilled health personnel (%),100
Qatar,2005,Births attended by skilled health personnel (%),100
Qatar,2004,Births attended by skilled health personnel (%),100
Qatar,2003,Births attended by skilled health personnel (%),100
Qatar,2002,Births attended by skilled health personnel (%),100
Qatar,2001,Births attended by skilled health personnel (%),100
Qatar,2000,Births attended by skilled health personnel (%),100
Republic of Korea,2015,Births attended by skilled health personnel (%),100
Republic of Korea,2012,Births attended by skilled health personnel (%),99.8
Republic of Korea,2009,Births attended by skilled health personnel (%),99.9
Republic of Korea,2003,Births attended by skilled health personnel (%),99.9
Republic of Moldova,2018,Births attended by skilled health personnel (%),99.7
Republic of Moldova,2017,Births attended by skilled health personnel (%),99.7
Republic of Moldova,2016,Births attended by skilled health personnel (%),99.7
Republic of Moldova,2015,Births attended by skilled health personnel (%),99.7
Republic of Moldova,2014,Births attended by skilled health personnel (%),99.7
Republic of Moldova,2013,Births attended by skilled health personnel (%),99.8
Republic of Moldova,2012,Births attended by skilled health personnel (%),99.2
Republic of Moldova,2011,Births attended by skilled health personnel (%),99.4
Republic of Moldova,2010,Births attended by skilled health personnel (%),99.2
Republic of Moldova,2009,Births attended by skilled health personnel (%),99.7
Republic of Moldova,2008,Births attended by skilled health personnel (%),99.5
Republic of Moldova,2007,Births attended by skilled health personnel (%),99.6
Republic of Moldova,2006,Births attended by skilled health personnel (%),99.6
Republic of Moldova,2005,Births attended by skilled health personnel (%),99.5
Republic of Moldova,2004,Births attended by skilled health personnel (%),99.3
Republic of Moldova,2003,Births attended by skilled health personnel (%),99.4
Republic of Moldova,2002,Births attended by skilled health personnel (%),99.6
Republic of Moldova,2001,Births attended by skilled health personnel (%),99
Republic of Moldova,2000,Births attended by skilled health personnel (%),98
The former Yugoslav Republic of Macedonia,2018,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2017,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2016,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2015,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2014,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2013,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2012,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2011,Births attended by skilled health personnel (%),89.1
The former Yugoslav Republic of Macedonia,2010,Births attended by skilled health personnel (%),99.9
The former Yugoslav Republic of Macedonia,2009,Births attended by skilled health personnel (%),99.8
The former Yugoslav Republic of Macedonia,2008,Births attended by skilled health personnel (%),99.7
The former Yugoslav Republic of Macedonia,2007,Births attended by skilled health personnel (%),99.6
The former Yugoslav Republic of Macedonia,2006,Births attended by skilled health personnel (%),99.2
The former Yugoslav Republic of Macedonia,2005,Births attended by skilled health personnel (%),99.1
The former Yugoslav Republic of Macedonia,2004,Births attended by skilled health personnel (%),99
The former Yugoslav Republic of Macedonia,2003,Births attended by skilled health personnel (%),99
The former Yugoslav Republic of Macedonia,2002,Births attended by skilled health personnel (%),98.2
The former Yugoslav Republic of Macedonia,2001,Births attended by skilled health personnel (%),97.6
The former Yugoslav Republic of Macedonia,2000,Births attended by skilled health personnel (%),97.7
Romania,2018,Births attended by skilled health personnel (%),97.1
Romania,2017,Births attended by skilled health personnel (%),95.6
Romania,2016,Births attended by skilled health personnel (%),95.3
Romania,2015,Births attended by skilled health personnel (%),94.6
Romania,2014,Births attended by skilled health personnel (%),98.5
Romania,2013,Births attended by skilled health personnel (%),98.5
Romania,2012,Births attended by skilled health personnel (%),99.5
Romania,2011,Births attended by skilled health personnel (%),99.4
Romania,2010,Births attended by skilled health personnel (%),99.5
Romania,2009,Births attended by skilled health personnel (%),99.5
Romania,2008,Births attended by skilled health personnel (%),99.4
Romania,2007,Births attended by skilled health personnel (%),98.8
Romania,2006,Births attended by skilled health personnel (%),98.2
Romania,2005,Births attended by skilled health personnel (%),98.1
Romania,2003,Births attended by skilled health personnel (%),99.2
Romania,2002,Births attended by skilled health personnel (%),99.1
Romania,2001,Births attended by skilled health personnel (%),99
Romania,2000,Births attended by skilled health personnel (%),99
Russian Federation,2014,Births attended by skilled health personnel (%),99.7
Russian Federation,2013,Births attended by skilled health personnel (%),99.7
Russian Federation,2012,Births attended by skilled health personnel (%),99.7
Russian Federation,2011,Births attended by skilled health personnel (%),99.7
Russian Federation,2010,Births attended by skilled health personnel (%),99.7
Russian Federation,2009,Births attended by skilled health personnel (%),99.7
Russian Federation,2008,Births attended by skilled health personnel (%),99.6
Russian Federation,2007,Births attended by skilled health personnel (%),99.6
Russian Federation,2006,Births attended by skilled health personnel (%),99.5
Russian Federation,2005,Births attended by skilled health personnel (%),99.4
Russian Federation,2004,Births attended by skilled health personnel (%),99.4
Russian Federation,2003,Births attended by skilled health personnel (%),99.4
Russian Federation,2002,Births attended by skilled health personnel (%),99.3
Russian Federation,2001,Births attended by skilled health personnel (%),99.3
Russian Federation,2000,Births attended by skilled health personnel (%),99.2
Rwanda,2015,Births attended by skilled health personnel (%),90.7
Rwanda,2010,Births attended by skilled health personnel (%),69
Rwanda,2008,Births attended by skilled health personnel (%),52.1
Rwanda,2005,Births attended by skilled health personnel (%),38.6
Saint Kitts and Nevis,2015,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2014,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2013,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2012,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2011,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2010,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2009,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2008,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2007,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2005,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2004,Births attended by skilled health personnel (%),100
Saint Kitts and Nevis,2002,Births attended by skilled health personnel (%),99.5
Saint Kitts and Nevis,2000,Births attended by skilled health personnel (%),99.4
Saint Lucia,2017,Births attended by skilled health personnel (%),100
Saint Lucia,2015,Births attended by skilled health personnel (%),99.1
Saint Lucia,2014,Births attended by skilled health personnel (%),99.1
Saint Lucia,2012,Births attended by skilled health personnel (%),98.7
Saint Lucia,2010,Births attended by skilled health personnel (%),98.5
Saint Lucia,2008,Births attended by skilled health personnel (%),100
Saint Lucia,2007,Births attended by skilled health personnel (%),100
Saint Lucia,2006,Births attended by skilled health personnel (%),97.9
Saint Lucia,2005,Births attended by skilled health personnel (%),100
Saint Lucia,2004,Births attended by skilled health personnel (%),100
Saint Lucia,2003,Births attended by skilled health personnel (%),99
Saint Lucia,2002,Births attended by skilled health personnel (%),98
Saint Lucia,2000,Births attended by skilled health personnel (%),100
Saint Vincent and the Grenadines,2016,Births attended by skilled health personnel (%),98.6
Saint Vincent and the Grenadines,2015,Births attended by skilled health personnel (%),98.7
Saint Vincent and the Grenadines,2014,Births attended by skilled health personnel (%),99.9
Saint Vincent and the Grenadines,2013,Births attended by skilled health personnel (%),99
Saint Vincent and the Grenadines,2012,Births attended by skilled health personnel (%),99.2
Saint Vincent and the Grenadines,2011,Births attended by skilled health personnel (%),98.8
Saint Vincent and the Grenadines,2010,Births attended by skilled health personnel (%),98.3
Saint Vincent and the Grenadines,2009,Births attended by skilled health personnel (%),98.9
Saint Vincent and the Grenadines,2008,Births attended by skilled health personnel (%),99.2
Saint Vincent and the Grenadines,2007,Births attended by skilled health personnel (%),100
Saint Vincent and the Grenadines,2005,Births attended by skilled health personnel (%),100
Saint Vincent and the Grenadines,2004,Births attended by skilled health personnel (%),100
Saint Vincent and the Grenadines,2002,Births attended by skilled health personnel (%),100
Saint Vincent and the Grenadines,2001,Births attended by skilled health personnel (%),100
Saint Vincent and the Grenadines,2000,Births attended by skilled health personnel (%),100
Samoa,2014,Births attended by skilled health personnel (%),82.5
Samoa,2009,Births attended by skilled health personnel (%),80.8
Samoa,2000,Births attended by skilled health personnel (%),80
Sao Tome and Principe,2014,Births attended by skilled health personnel (%),92.5
Sao Tome and Principe,2009,Births attended by skilled health personnel (%),81.7
Sao Tome and Principe,2006,Births attended by skilled health personnel (%),80.7
Saudi Arabia,2018,Births attended by skilled health personnel (%),99.4
Saudi Arabia,2017,Births attended by skilled health personnel (%),99.7
Saudi Arabia,2013,Births attended by skilled health personnel (%),98
Saudi Arabia,2010,Births attended by skilled health personnel (%),97
Saudi Arabia,2009,Births attended by skilled health personnel (%),97
Saudi Arabia,2008,Births attended by skilled health personnel (%),97
Saudi Arabia,2007,Births attended by skilled health personnel (%),97
Saudi Arabia,2006,Births attended by skilled health personnel (%),96
Saudi Arabia,2005,Births attended by skilled health personnel (%),96
Saudi Arabia,2000,Births attended by skilled health personnel (%),91
Senegal,2018,Births attended by skilled health personnel (%),74.2
Senegal,2017,Births attended by skilled health personnel (%),68.4
Senegal,2016,Births attended by skilled health personnel (%),58.6
Senegal,2015,Births attended by skilled health personnel (%),53.2
Senegal,2014,Births attended by skilled health personnel (%),59.1
Senegal,2013,Births attended by skilled health personnel (%),50.5
Senegal,2011,Births attended by skilled health personnel (%),65.1
Senegal,2005,Births attended by skilled health personnel (%),51.9
Serbia,2014,Births attended by skilled health personnel (%),99.9
Serbia,2013,Births attended by skilled health personnel (%),99.9
Serbia,2012,Births attended by skilled health personnel (%),99
Serbia,2011,Births attended by skilled health personnel (%),99
Serbia,2010,Births attended by skilled health personnel (%),99.7
Serbia,2009,Births attended by skilled health personnel (%),99.8
Serbia,2008,Births attended by skilled health personnel (%),99.7
Serbia,2007,Births attended by skilled health personnel (%),99.8
Serbia,2006,Births attended by skilled health personnel (%),99.7
Serbia,2005,Births attended by skilled health personnel (%),99.7
Serbia,2004,Births attended by skilled health personnel (%),98.7
Serbia,2003,Births attended by skilled health personnel (%),98.5
Serbia,2002,Births attended by skilled health personnel (%),99.2
Serbia,2001,Births attended by skilled health personnel (%),98.2
Serbia,2000,Births attended by skilled health personnel (%),98
Seychelles,2012,Births attended by skilled health personnel (%),99
Seychelles,2011,Births attended by skilled health personnel (%),99
Seychelles,2010,Births attended by skilled health personnel (%),99
Seychelles,2009,Births attended by skilled health personnel (%),99
Seychelles,2008,Births attended by skilled health personnel (%),100
Seychelles,2007,Births attended by skilled health personnel (%),100
Seychelles,2006,Births attended by skilled health personnel (%),99
Seychelles,2005,Births attended by skilled health personnel (%),99
Seychelles,2000,Births attended by skilled health personnel (%),99
Sierra Leone,2019,Births attended by skilled health personnel (%),86.9
Sierra Leone,2017,Births attended by skilled health personnel (%),81.6
Sierra Leone,2013,Births attended by skilled health personnel (%),59.7
Sierra Leone,2010,Births attended by skilled health personnel (%),60.8
Sierra Leone,2008,Births attended by skilled health personnel (%),42.4
Sierra Leone,2005,Births attended by skilled health personnel (%),40
Singapore,2018,Births attended by skilled health personnel (%),99.5
Singapore,2017,Births attended by skilled health personnel (%),99.5
Singapore,2016,Births attended by skilled health personnel (%),99.6
