Location,Indicator,Period,Dim1,First Tooltip
Israel,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,39.3
Israel,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,23.3
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,23.4
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,27.1
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,19.6
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,23.5
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,27.3
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,19.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,23.6
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,27.6
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,19.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,23.8
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,27.9
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,19.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,24
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,28.2
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,19.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,24.2
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,28.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,19.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,24.7
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,29.6
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,19.8
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,25.5
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,31
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,19.9
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,26.4
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,32.9
Italy,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,19.9
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,11
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,17.7
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,4.2
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,11.3
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,18.2
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,4.4
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,11.6
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,18.7
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,4.6
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,12
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,19.2
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,4.8
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,12.4
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,19.7
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,5
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,12.7
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,20.3
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,5.2
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,14
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,22.1
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,5.9
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,16.4
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,25.6
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,7.3
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,19.3
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,29.6
Jamaica,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,9.1
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,21.9
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,33.2
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,10.5
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,22.4
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,34.1
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,10.7
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,22.8
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,34.7
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,10.9
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,23.4
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,35.7
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,11.1
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,23.9
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,36.5
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,11.3
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,24.5
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,37.5
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,11.5
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,26.4
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,40.6
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,12.2
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,29.6
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,46
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,13.3
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,33.3
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,52.1
Japan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,14.5
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,24.4
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,42.2
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,6.6
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,24.9
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,43
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,6.8
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,25.3
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,43.7
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,7
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,25.7
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,44.2
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,7.1
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,26.2
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,45
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,7.4
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,26.5
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,45.5
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,7.5
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,27.9
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,47.8
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,8.1
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,30.6
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,52
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,9.2
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,33.2
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,55.9
Kazakhstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,10.5
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,11.8
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,20.8
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,2.8
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,12.1
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,21.4
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,2.9
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,12.4
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,21.8
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,3
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,12.7
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,22.3
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,3.1
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,13
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,22.9
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,3.2
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,13.3
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,23.3
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,3.3
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,14.4
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,25.1
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,3.6
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,16.4
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,28.4
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,4.3
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,18.7
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,32.2
Kenya,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,5.2
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,52
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,68.6
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,35.5
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,52.8
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,69.1
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,36.4
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,53.5
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,69.6
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,37.4
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,54.2
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,70.4
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,37.9
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,55.2
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,71.2
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,39.2
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,56
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,71.9
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,40
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,58.1
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,73.7
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,42.5
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,62.9
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,77.8
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,48
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,67.9
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,81.7
Kiribati,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,54.1
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,22.1
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,40.9
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,3.4
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,22.4
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,41.2
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,3.5
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,22.4
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,41.2
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,3.6
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,22.6
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,41.5
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,3.8
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,22.8
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,41.8
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,3.9
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,23
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,42
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,4.1
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,23.6
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,42.6
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,4.5
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,25
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,44.4
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,5.5
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,26.3
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,45.9
Kuwait,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,6.8
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,27.9
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,52.5
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,3.4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,28.1
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,52.8
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,3.4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,28.2
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,52.9
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,3.5
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,28.4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,53.2
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,3.6
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,28.6
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,53.5
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,3.7
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,28.8
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,53.8
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,3.8
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,29.4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,54.9
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,30.4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,56.2
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,4.5
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,31.7
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,58.4
Kyrgyzstan,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,5.1
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,37.8
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,60.1
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,15.5
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,38.7
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,61.1
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,16.3
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,39.9
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,62.7
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,17.1
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,40.9
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,63.8
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,18
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,42.2
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,65.6
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,18.9
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,43.2
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,66.6
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,19.9
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,47
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,71
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,23.1
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,54
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,78.3
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,29.6
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,61.1
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,84
Lao People's Democratic Republic,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,38.3
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,36.7
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,49.5
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,24
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,36.9
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,49.8
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,24
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,37.1
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,50.1
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,24.1
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,37.3
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,50.5
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,24.1
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,37.5
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,51
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,24.1
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,37.7
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,51.3
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,24
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,38.4
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,52.6
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,24.2
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,39.4
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,54.4
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,24.4
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,40.5
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,56.4
Latvia,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,24.7
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,42.6
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,49.4
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,35.9
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,42.6
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,49.2
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,36
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,42.6
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,49.1
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,36.1
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,42.6
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,49.3
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,35.9
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,42.7
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,49.3
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,36.1
Lebanon,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,42.7
