Location,Dim2,Indicator,Period,Dim1,First Tooltip
Hungary,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,28.42 [20.73-36.71]
Hungary,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.86 [0.84-3.1]
Hungary,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.95 [0.87-3.24]
Hungary,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.79 [0.8-2.98]
Hungary,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.92 [0.41-1.53]
Hungary,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.27 [0.57-2.12]
Hungary,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.68 [0.31-1.14]
Hungary,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.64 [4.44-13.95]
Hungary,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.35 [5.83-18.32]
Hungary,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.19 [3.18-9.99]
Hungary,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.57 [2.35-7.37]
Hungary,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.88 [3.53-11.1]
Hungary,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.95 [1.52-4.76]
Hungary,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,51.84 [36.26-67.7]
Hungary,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,51.94 [38.86-64.54]
Hungary,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,51.74 [33.35-71.72]
Hungary,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,23.79 [16.64-31.07]
Hungary,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,31.92 [23.88-39.65]
Hungary,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,17.64 [11.37-24.46]
Hungary,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,10.84 [6.77-18.52]
Hungary,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.52 [7.34-15.84]
Hungary,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,11.12 [5.98-21.27]
Hungary,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.03 [3.15-8.6]
Hungary,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.48 [4.52-9.76]
Hungary,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.96 [2.13-7.58]
Hungary,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.51 [4.17-16.08]
Hungary,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.1 [4.87-18.78]
Hungary,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.07 [3.53-13.64]
Hungary,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.52 [1.98-7.64]
Hungary,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.72 [2.94-11.36]
Hungary,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.18 [1.39-5.38]
Iceland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.85 [10.96-24.95]
Iceland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,17.92 [12.04-25.36]
Iceland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,15.78 [9.78-24.07]
Iceland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.67 [5.64-12.84]
Iceland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.59 [7.11-14.98]
Iceland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.95 [4.31-10.6]
Iceland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.05 [0.15-2.75]
Iceland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,0.88 [0.12-2.3]
Iceland,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.22 [0.17-3.19]
Iceland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.47 [0.066-1.23]
Iceland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.47 [0.066-1.23]
Iceland,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.46 [0.066-1.22]
Iceland,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.24 [0.35-2.6]
Iceland,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.11 [0.31-2.32]
Iceland,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.38 [0.39-2.89]
Iceland,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.75 [0.21-1.56]
Iceland,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.7 [0.2-1.47]
Iceland,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.79 [0.22-1.66]
Iceland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.66 [5.05-15.39]
Iceland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.5 [6.55-17.47]
Iceland,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.8 [3.49-13.4]
Iceland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.98 [2.61-7.95]
Iceland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.83 [3.89-10.37]
Iceland,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.35 [1.5-5.75]
Iceland,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.38 [0.83-7.34]
Iceland,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.15 [0.89-6]
Iceland,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.61 [0.75-8.68]
Iceland,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.17 [0.41-3.62]
Iceland,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.27 [0.53-3.54]
Iceland,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.08 [0.31-3.58]
Iceland,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.53 [0.52-5.57]
Iceland,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.28 [0.47-5.02]
Iceland,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.78 [0.57-6.12]
Iceland,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.3 [0.27-2.86]
Iceland,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.32 [0.27-2.92]
Iceland,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.27 [0.26-2.8]
India,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,140.8 [120.7-158.3]
India,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,146.9 [125.1-167.2]
India,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,134.1 [115.4-150.9]
India,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,184.3 [157.9-207.2]
India,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,202.3 [172.2-230.2]
India,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,166 [142.8-186.8]
India,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,29.86 [23.84-34.85]
India,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,25.15 [20-29.56]
India,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,34.94 [28.13-40.64]
India,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.14 [32.05-46.84]
India,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,36.15 [28.75-42.5]
India,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,43.86 [35.31-51.01]
India,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.77 [2.84-4.57]
India,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.22 [3.84-6.4]
India,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.22 [1.72-2.64]
India,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.69 [3.53-5.67]
India,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.88 [5.06-8.44]
India,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.6 [2.01-3.09]
India,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,49.37 [41.46-56.96]
India,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,60.17 [50.84-69.73]
India,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,37.75 [31.43-43.98]
India,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,61.86 [51.94-71.37]
India,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,77.9 [65.83-90.28]
India,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,45.85 [38.18-53.43]
India,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,19.11 [15.51-23]
India,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,19.36 [15.73-23.24]
India,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.85 [15.14-22.68]
India,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,24.58 [19.95-29.59]
India,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,26.03 [21.15-31.24]
India,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,23.06 [18.51-27.74]
India,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,36.82 [28.07-44.97]
India,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,35.54 [23.16-46]
India,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.19 [30.71-45.24]
India,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,52.98 [40.4-64.71]
India,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.31 [36.05-71.6]
India,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,50.67 [40.75-60.03]
Indonesia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,80.76 [64.82-96.78]
Indonesia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,89.82 [70.97-108.1]
Indonesia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,71.58 [57.01-85.51]
Indonesia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,112.4 [90.24-134.7]
Indonesia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,134 [105.9-161.3]
Indonesia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,93.58 [74.53-111.8]
Indonesia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.29 [6.15-10.46]
Indonesia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.71 [6.47-11.05]
Indonesia,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.86 [5.92-9.89]
Indonesia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.68 [7.92-13.48]
Indonesia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.18 [9.05-15.46]
Indonesia,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.47 [7.13-11.92]
Indonesia,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.61 [2.94-6.24]
Indonesia,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.22 [3.88-8.67]
Indonesia,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.98 [1.97-3.94]
Indonesia,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.23 [3.97-8.44]
Indonesia,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.31 [5.81-12.97]
Indonesia,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.7 [2.44-4.88]
Indonesia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.22 [27.54-42.62]
Indonesia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,34.86 [27.48-42.18]
Indonesia,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,35.6 [27.62-43.47]
Indonesia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,47.88 [37.44-57.93]
Indonesia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,49.63 [39.12-60.04]
Indonesia,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,45.86 [35.58-56]
Indonesia,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.33 [17.68-29.66]
Indonesia,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,28.35 [21.41-35.45]
Indonesia,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.24 [13.54-23.88]
Indonesia,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.75 [24.82-41.63]
Indonesia,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,41.38 [31.24-51.74]
Indonesia,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,24.7 [18.34-32.34]
Indonesia,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.23 [5.51-12.45]
Indonesia,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.62 [5.58-17.14]
Indonesia,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.81 [4.71-8.74]
Indonesia,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,14.89 [8.88-20.07]
Indonesia,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.48 [10.31-31.69]
Indonesia,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.86 [6.81-12.64]
Iran (Islamic Republic of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.03 [29.78-41.1]
Iran (Islamic Republic of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,40 [34.18-46.9]
Iran (Islamic Republic of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,30 [25.3-35.4]
Iran (Islamic Republic of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,50.87 [43.25-59.69]
Iran (Islamic Republic of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.62 [47.53-65.21]
Iran (Islamic Republic of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,45.88 [38.69-54.13]
Iran (Islamic Republic of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.56 [2.61-4.62]
Iran (Islamic Republic of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.92 [2.87-5.1]
Iran (Islamic Republic of),Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.2 [2.34-4.17]
Iran (Islamic Republic of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.86 [3.56-6.31]
Iran (Islamic Republic of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.22 [3.83-6.79]
Iran (Islamic Republic of),Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.46 [3.27-5.82]
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.24 [0.76-1.8]
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.69 [1.03-2.42]
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.79 [0.48-1.16]
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.72 [1.05-2.49]
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.31 [1.41-3.31]
Iran (Islamic Republic of),"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.09 [0.66-1.6]
Iran (Islamic Republic of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,21.17 [16.66-26.1]
Iran (Islamic Republic of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.29 [19.23-29.6]
Iran (Islamic Republic of),Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,18.01 [13.87-22.53]
Iran (Islamic Republic of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.83 [24.26-38.01]
Iran (Islamic Republic of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.67 [26.66-41.03]
Iran (Islamic Republic of),Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,27.9 [21.49-34.91]
Iran (Islamic Republic of),Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.62 [4.15-7.49]
Iran (Islamic Republic of),Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.92 [4.38-7.88]
Iran (Islamic Republic of),Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.31 [3.89-7.09]
Iran (Islamic Republic of),Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.27 [6.11-11.02]
Iran (Islamic Republic of),Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.38 [6.19-11.14]
Iran (Islamic Republic of),Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.18 [5.99-10.92]
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.42 [2.01-5]
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.15 [2.39-6.13]
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.67 [1.58-3.91]
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.19 [3.05-7.6]
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.05 [3.47-8.92]
Iran (Islamic Republic of),Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.25 [2.51-6.22]
Iraq,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.34 [31.13-40.73]
Iraq,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.62 [34.23-44.52]
Iraq,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31.97 [27.76-37.12]
Iraq,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,75.1 [66.15-86.56]
Iraq,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,87.98 [77.98-101.4]
Iraq,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,64.02 [55.58-74.32]
Iraq,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.31 [5.71-9.14]
Iraq,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.26 [7.24-11.56]
Iraq,Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.31 [4.15-6.65]
Iraq,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.88 [5.38-8.6]
Iraq,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.76 [6.85-10.94]
Iraq,Lower respiratory infections,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.17 [4.04-6.47]
Iraq,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.78 [1.18-2.41]
Iraq,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.62 [1.74-3.52]
Iraq,"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.92 [0.6-1.26]
Iraq,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.15 [2.74-5.61]
Iraq,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.82 [4.52-9.16]
Iraq,"Trachea, bronchus, lung cancers","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [1.26-2.65]
Iraq,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.89 [15.71-22.69]
Iraq,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,19.89 [16.63-23.48]
Iraq,Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.88 [14.5-22]
Iraq,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,46.13 [38.36-55.4]
Iraq,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,53.45 [44.7-63.1]
Iraq,Ischaemic heart disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,39.8 [32.27-48.98]
Iraq,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.56 [4.57-6.82]
Iraq,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.11 [4.24-6.18]
Iraq,Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.03 [4.87-7.64]
Iraq,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,13.32 [10.94-16.34]
Iraq,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.64 [11.32-16.51]
Iraq,Stroke,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,13 [10.51-16.47]
Iraq,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.73 [1.1-2.41]
Iraq,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.68 [1.06-2.35]
Iraq,Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.79 [1.14-2.47]
Iraq,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.62 [2.93-6.43]
Iraq,Chronic obstructive pulmonary disease,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.31 [3.33-7.41]
